idImage,labels
930379,1
930770,1
930542,1
930236,1
930698,1
930761,1
930703,1
930809,1
930732,0
929777,1
929936,1
930531,0
930065,1
930692,1
930805,1
930433,1
930247,1
930403,0
930626,1
930248,1
930802,1
930716,0
930723,1
930665,1
930389,0
930456,1
930707,1
929918,0
930387,1
930696,1
930401,1
929781,1
929970,1
930594,1
930623,0
930235,1
930590,0
930430,1
930773,1
929981,0
930647,1
930407,0
930799,0
930472,1
930741,1
930783,1
930233,1
930446,1
930644,1
930771,0
930444,1
929810,1
930306,1
930711,1
930660,1
930445,1
930435,1
930600,0
930258,0
930737,1
930727,1
930785,1
930789,1
930758,1
930602,0
930004,1
930742,1
930240,0
929957,1
929843,1
930650,1
930662,1
930630,0
930753,0
930373,0
930769,1
930040,1
930411,1
930587,1
930329,1
444094,1
444771,0
445231,1
445317,1
444309,1
443745,1
444029,1
445235,1
443262,0
444465,1
442503,1
445067,1
444887,1
445144,1
444245,0
444200,1
443773,0
444242,1
445191,0
444777,1
444381,1
444986,0
443926,1
445199,1
444966,1
445201,0
444885,1
444009,1
443092,1
444647,1
444667,0
445194,1
444271,1
445214,1
445270,0
444655,1
443402,1
445339,0
444941,1
445263,1
444281,1
445097,1
444681,1
444395,0
443914,1
445367,1
444910,1
444102,1
445005,0
445337,1
445070,1
444995,1
445046,0
444415,1
443072,1
445312,0
443543,0
445325,1
149173,1
149385,0
149531,1
149172,0
149446,0
149522,0
149492,1
148385,1
149436,1
149537,0
148244,1
149450,1
149087,0
148139,0
149576,1
149547,0
149526,1
148335,0
149500,1
149383,0
149230,1
149257,0
149299,0
148714,1
149112,1
148124,1
149050,1
149427,1
149233,0
149545,0
149428,1
148849,1
149467,0
148587,1
149078,0
147836,0
148702,1
149542,1
149268,1
149512,0
149259,1
149517,1
149459,0
149252,1
148631,1
147792,0
149376,1
149441,0
148768,0
149521,1
147906,0
149574,0
149561,0
149346,0
149249,0
149601,1
149544,0
149199,0
148908,1
148567,1
149236,0
149017,1
148342,1
149552,1
149509,0
148701,0
148347,1
149571,1
148787,0
149570,0
149524,1
149130,0
148523,0
149209,1
149533,0
149553,1
149364,1
149382,1
149386,1
149353,0
149287,0
148490,1
148888,1
149519,1
149462,0
149432,0
149186,0
149234,1
149596,0
149612,1
148584,1
147834,1
149476,1
149586,0
148869,0
149171,1
149248,1
149613,1
148748,1
148533,1
149516,1
149458,1
149258,1
149597,1
148562,0
147786,0
149281,1
149435,0
149185,1
149466,0
149301,1
149564,1
149378,1
149342,0
147924,1
149421,1
149174,1
148296,0
148459,1
148084,1
149433,1
149599,1
148313,1
149508,0
148031,0
148024,0
149343,0
149527,1
148423,0
149551,1
148685,0
149344,1
149296,0
148906,0
148249,1
149365,1
149609,0
149598,1
149086,0
149246,0
149611,1
147815,0
148542,0
148608,0
149610,1
149212,0
149019,1
148916,0
149600,1
149395,1
149503,1
149402,1
149245,0
149313,1
149577,1
149213,1
149373,1
149217,1
149197,1
148656,1
149507,0
149523,1
149253,1
147859,0
147996,0
149556,1
149241,1
775607,1
775599,0
775596,1
775050,0
774585,1
774319,1
775248,1
774463,1
775601,1
775669,1
775708,1
774796,0
774683,0
775651,1
775704,1
775309,1
774139,1
775698,1
774728,1
775041,1
775665,0
774708,1
774687,1
775660,1
775705,1
775662,1
775074,1
775318,1
775431,1
775258,1
775278,1
774062,0
775700,1
774900,1
774524,1
774871,1
775205,1
775280,1
775294,1
775603,0
775713,1
775367,1
775583,0
775072,0
775209,0
775692,0
774643,0
774455,1
775120,1
775302,1
774593,1
775414,1
775712,1
775691,0
774066,1
775268,0
775511,1
775416,0
775415,0
775533,0
775287,1
774510,1
775082,1
774846,1
774453,0
775717,0
775434,1
775683,1
775422,1
775696,1
775539,1
775164,1
775079,1
774884,0
775103,1
775019,1
774591,1
775015,1
775510,0
775517,0
774870,1
775308,1
775259,1
775668,1
775106,1
774396,0
775679,1
775435,0
775007,1
775441,1
774794,1
775545,1
775432,0
775521,1
774992,0
775675,1
775235,1
775711,1
775570,1
775135,1
775250,1
774232,1
775301,0
775424,0
775516,1
775021,1
775694,0
775661,1
775172,1
775690,1
775532,1
775430,0
775418,1
775646,1
775426,1
775544,0
775687,1
775400,1
775591,0
775277,1
775000,0
775702,1
774576,1
775518,0
775658,0
775073,0
775648,0
775552,1
775051,0
775360,1
775659,0
775377,1
689114,1
689637,1
689304,0
689730,0
689735,1
689627,0
689718,0
689766,1
688999,0
688856,0
689470,1
689714,0
689641,1
689645,1
689717,1
688016,0
688008,1
689443,1
689801,1
689626,1
688646,0
689802,0
689748,0
688533,1
689797,1
689787,0
689624,1
689544,1
688752,1
689765,1
689755,0
688205,1
689103,1
689803,1
688612,0
689695,0
689722,1
689596,1
689692,0
689588,1
689715,1
689666,0
688711,1
689784,1
689170,1
689558,1
689694,1
689702,1
689781,1
689651,0
689805,1
689740,1
689780,1
688389,1
689713,0
689262,0
689823,1
689215,1
689440,1
689706,1
689729,0
688820,1
689647,1
689710,1
689738,1
689772,1
689727,0
689542,1
689608,1
688360,1
689796,1
688434,1
689341,0
689762,1
689737,1
689500,1
689534,1
689826,0
688797,0
689244,1
688295,1
689768,1
689639,1
689274,1
689798,1
689699,1
689236,1
689095,1
689818,1
689719,0
689446,0
688548,1
689819,0
689457,0
688874,1
689455,1
689636,1
689071,1
689303,1
688924,1
689625,1
689688,1
689734,1
688679,1
689791,1
689643,0
689812,1
688969,0
689386,1
689620,1
689630,1
689790,1
689338,1
688039,0
688947,0
689509,0
689709,1
689216,1
689698,0
689302,0
688357,1
308886,0
307198,1
306592,1
307079,1
308509,0
308027,1
308404,1
306189,1
307522,1
307582,1
308877,1
307871,1
308880,1
308077,0
307930,1
306313,1
308356,1
308089,1
308466,1
308519,1
307619,1
308836,1
307196,1
308862,0
308117,0
306765,1
307148,1
308672,1
307116,1
308530,0
307939,1
308245,1
308315,1
308647,0
308869,0
308714,1
308680,1
308442,1
308889,1
308555,1
308357,0
308749,1
308795,1
308324,1
308851,1
307267,1
308291,1
307150,1
307606,1
308206,1
308119,1
307793,1
308532,1
308852,1
307726,1
308222,1
307719,0
308678,1
308752,1
308633,1
307007,1
307977,0
308420,1
308848,1
308279,1
306973,1
307019,1
308522,1
308722,1
307203,0
308705,1
307441,1
307820,1
308423,0
308823,1
307541,1
306259,1
308791,1
308507,1
308216,0
308873,1
307991,1
307463,0
308845,0
307080,1
308115,1
307316,1
308380,0
307256,1
306632,0
308729,1
308360,1
308570,1
306322,1
308316,1
307151,1
308375,1
308056,1
308878,1
308043,1
308738,1
308467,1
308320,0
308751,1
307975,1
308338,1
307740,1
308180,1
308524,1
308254,1
308871,1
308221,0
308087,1
307857,1
308038,1
308843,0
308318,1
308635,0
307591,0
307039,0
307357,0
307734,1
308709,0
307146,0
308084,0
307896,1
308766,1
308322,0
308616,1
307650,1
308674,1
307471,1
308383,1
308189,1
308636,1
307103,0
308025,0
308592,0
308639,1
308891,0
307070,1
308314,1
307856,1
307506,1
308215,1
308545,0
308650,1
308188,1
308858,1
308740,1
308275,1
308475,1
306188,1
308370,1
308418,1
306829,1
308721,1
308712,1
308839,0
307009,1
308134,1
308725,0
308232,1
308675,0
308808,0
307944,1
308703,1
308833,0
306689,1
308832,1
308644,0
306981,1
307334,1
307587,1
308340,1
307199,1
307437,1
307000,1
308790,1
307988,1
308554,1
308539,1
307995,0
307353,1
308526,1
307660,1
306278,1
308161,1
308569,1
307005,1
308173,0
307784,1
349742,1
350466,1
349084,1
350141,1
348934,1
348170,0
350162,1
348412,1
350616,1
350620,1
350194,1
349526,0
350177,1
350549,1
351000,1
351057,0
350693,0
350529,1
349300,1
349159,0
350989,0
348464,1
348791,0
350916,0
349581,0
349232,1
350511,1
350988,0
350991,1
348529,0
350986,1
349473,1
348911,1
349238,0
350891,1
349854,1
348543,0
349875,1
350871,1
350408,1
348582,0
350546,0
349572,1
349930,1
350157,0
350973,1
350912,1
350224,1
348409,1
348598,1
350028,1
349409,1
350196,1
348792,1
350213,1
350722,0
349279,0
350053,1
348376,1
350187,1
349943,1
348765,1
351030,0
348705,1
350155,1
348969,1
350136,1
348548,1
350099,1
349807,0
348762,1
348603,1
350606,1
348830,1
349007,1
349901,1
350999,1
349954,1
348357,1
349134,1
348876,1
350982,0
350843,1
350992,0
349082,1
349758,0
348910,0
349399,1
350294,0
350410,1
349098,1
350416,0
350425,0
350581,1
350147,0
350175,1
351031,1
348886,1
349519,1
349960,1
350629,1
350041,1
349897,1
349229,1
351035,1
349083,1
350206,1
349690,1
349745,0
347813,0
350331,1
350742,0
348852,0
349801,1
348808,1
348883,0
351020,0
350596,1
350884,1
348832,1
348302,1
350111,1
348950,1
347944,1
349978,0
349496,0
349744,1
351032,1
350023,1
349019,0
349732,1
349873,1
349106,1
351046,1
351027,0
350630,0
349484,1
348505,1
349938,1
350036,1
349646,0
350044,1
350798,1
350990,1
349038,0
349947,1
349302,1
349753,1
349419,1
350938,1
350626,1
350930,0
349961,1
349888,1
349341,0
351018,1
349441,0
349821,1
348661,0
350089,1
349759,1
348881,1
349593,0
268982,1
267110,1
267900,1
268694,0
268319,0
267135,1
267033,1
268865,1
266868,1
266788,1
266867,1
268690,0
269016,1
268046,0
268855,1
268856,0
267035,1
268687,0
269021,1
267686,0
267024,1
267576,1
268598,1
268889,1
267112,1
268142,1
268839,0
267723,0
268248,1
267254,1
268623,1
268984,0
266380,0
268490,0
266704,1
268876,1
267830,0
268899,1
269004,1
268693,1
267245,0
268696,1
268443,1
268939,1
267997,1
267671,1
268586,0
268915,1
267503,0
266467,1
268597,1
268348,1
268842,0
268478,1
268655,0
268972,1
268630,0
266285,1
269009,0
266545,0
266850,0
268751,1
268936,1
268709,1
268309,1
267929,1
267185,0
267236,0
267683,0
267742,1
268467,1
266847,1
268561,1
268712,1
268416,0
266724,1
268985,1
267719,0
268639,1
268573,0
268728,0
267750,1
268588,1
266361,0
268853,1
268321,1
267106,1
268032,1
268952,1
268975,1
268974,0
267870,0
268883,1
268057,0
267123,1
267687,1
267126,1
268624,1
266666,1
267071,0
268338,1
267897,1
268860,0
266940,1
268640,1
268451,0
268671,0
269014,1
268857,1
266569,1
268757,0
269022,0
268877,0
268442,1
917861,1
917027,1
917070,1
917333,1
917730,1
917802,0
916798,1
917781,0
917798,1
916831,1
916653,1
917758,1
917751,1
917729,1
917686,1
916809,1
916843,1
916881,1
917783,0
917115,1
917815,1
917889,0
917884,0
917862,1
917882,1
917735,0
917863,0
917887,0
917866,1
917576,0
917520,0
916625,1
917629,1
917812,0
917753,1
917871,1
917341,0
917875,1
917582,1
917803,1
917722,0
832530,1
832380,0
832475,1
831847,1
832448,1
831711,1
832569,1
831427,1
832619,1
832444,1
832425,1
832409,1
831703,1
832046,1
832562,1
832618,1
831888,1
832394,1
831237,1
831653,1
832085,1
832596,0
832284,1
832337,1
831599,1
832549,1
831880,1
832435,0
831602,1
832277,1
831788,1
832440,1
832604,1
832312,1
832450,0
832103,1
832152,1
832384,1
832483,1
831804,1
831492,1
831820,1
832049,1
832551,1
832365,1
832457,1
832557,1
832622,1
831671,1
832406,1
831889,1
832465,1
831541,0
832572,1
832028,1
832592,1
832599,0
832621,1
832559,1
832356,1
832098,1
832122,1
832553,1
832366,1
832381,1
832355,0
832393,1
831678,1
832632,1
832099,1
832129,1
832595,1
831638,1
832602,0
832627,1
832533,1
832423,1
832594,1
831643,1
831589,1
832112,1
832048,0
832615,1
832625,1
831146,1
832558,1
832466,1
832137,1
831607,1
831809,1
831674,0
832538,1
832556,1
832066,0
832451,1
832273,1
832371,1
832352,1
832563,1
832597,1
832424,1
832476,1
832536,1
832311,1
832418,1
832357,1
832383,1
831266,1
832045,1
832279,1
832382,1
832567,1
832626,1
832570,1
832068,1
832482,0
832421,1
832148,1
832600,0
832387,0
832069,1
832035,1
832375,1
831689,1
832374,1
832449,1
832489,1
831841,1
832060,0
832488,1
831528,1
831546,1
831875,1
832050,0
832300,1
7024,0
7104,1
6952,1
7088,0
6945,1
6979,1
7046,0
7140,1
6982,0
6999,1
7107,0
7120,0
7005,1
6941,0
7131,1
6964,1
6954,1
7003,0
7089,0
7070,1
6939,0
7091,1
7111,0
6968,0
7004,1
6992,1
7093,0
7000,1
7132,0
7067,1
7100,1
6986,1
6957,0
6962,0
7106,0
7124,1
6949,0
7021,1
7113,1
7061,0
7082,1
7098,0
7018,1
7084,0
6946,1
7112,0
7028,1
7080,1
6996,0
7075,1
7136,0
7101,1
7085,1
7130,0
6984,1
7129,1
6973,0
7012,0
7001,0
7118,1
6970,1
7074,1
6937,1
7071,1
7076,0
7050,0
7038,1
7058,0
7036,0
7134,0
6963,0
7072,1
6935,1
7073,0
7055,0
7099,1
7063,0
7095,1
6943,1
7128,1
6981,1
7133,1
7077,0
7026,0
7087,1
7103,0
7032,1
7068,1
6960,0
7017,0
7059,0
7081,1
7141,0
6975,0
7060,0
7056,0
7115,1
7007,1
7015,1
6961,0
7011,0
7108,1
6967,1
7029,0
7025,0
6947,1
7013,0
7048,1
6978,1
7138,1
7105,1
6988,1
6944,0
7039,1
7123,1
7139,1
6995,1
7010,0
7119,1
7102,1
7126,0
7127,0
7035,0
7135,1
6972,1
7117,0
7019,1
7053,0
7116,0
6993,1
7114,1
7016,1
7051,1
7040,1
7094,1
7022,0
7027,1
6959,0
7110,0
7045,1
7064,1
7096,0
7057,1
7030,1
7041,0
7125,1
7122,0
7109,1
7121,0
6942,1
295839,1
292961,0
294505,1
294430,1
295750,1
294025,1
293434,1
295349,1
292972,0
295648,1
295092,0
293951,0
295391,0
295872,1
294367,1
295771,1
295029,1
295039,1
293877,1
295797,0
294640,0
295535,0
293015,1
293982,1
295318,1
295735,0
295722,1
295793,1
295254,1
294460,0
295855,0
295796,0
293453,1
295767,1
295023,1
294398,1
295329,1
294997,0
295371,0
294568,0
294693,0
293222,1
295289,1
295451,1
295538,1
295373,0
295854,1
295603,0
294172,0
293357,1
295675,1
295763,1
293406,0
295605,0
294662,0
295679,0
295912,1
293415,0
295766,0
295294,0
293586,1
293094,0
295914,0
295065,0
295270,1
295850,0
294015,0
293876,1
295170,1
295608,1
293632,0
295161,1
293539,0
294595,0
293151,0
295428,1
293644,0
293920,1
293592,0
294163,1
294338,0
295880,1
295904,0
293437,1
295798,0
295589,0
295217,1
295074,1
295592,0
295902,1
294587,0
294407,1
294995,0
295536,1
295810,1
294390,1
295765,1
293783,0
295467,1
295507,1
294665,1
295806,1
295105,1
295099,0
295783,1
295838,1
295134,1
295279,0
294545,1
295101,1
295565,1
293286,1
295740,0
294706,0
295552,1
293416,1
293849,1
295891,0
293354,0
293431,0
294901,1
295033,0
295664,1
293064,0
295853,0
295369,0
295171,1
295082,1
295636,0
691521,0
691645,1
691577,0
691541,1
691237,0
690463,1
690895,0
690790,1
690515,1
691529,1
691201,1
691507,1
691580,1
691189,0
690875,1
690334,1
691086,1
690676,0
691502,1
691649,1
691291,1
691010,0
690203,1
691183,1
691151,1
691272,1
690377,1
691380,1
691648,0
691643,1
691450,1
691617,0
690423,1
691497,1
691504,0
690495,0
690117,0
689976,0
691543,0
691185,0
691462,0
691642,1
691282,0
689862,1
691232,1
691607,0
691008,0
690999,1
691570,1
691230,1
690679,0
690475,1
691556,0
691596,0
691071,0
690694,0
691283,0
690598,0
691360,0
691214,1
691553,1
691530,1
691352,1
691627,0
690385,0
690586,0
691639,1
691471,0
691568,1
691187,0
691623,1
690760,1
691638,0
691274,1
690517,1
690198,0
691597,0
691583,1
691544,0
690184,1
691613,0
691032,0
691555,0
691545,1
691253,1
691505,0
690763,1
294574,0
295452,1
295298,0
295360,0
295165,1
293895,1
294081,0
295021,0
295100,1
295546,1
292998,1
295328,0
295471,1
295558,1
295311,1
294137,1
295779,1
295529,1
295755,1
294408,1
294978,1
293334,0
293929,0
294517,1
295247,1
295794,1
295180,1
295189,0
294287,1
295588,1
295032,1
294024,1
294617,0
295627,1
295248,0
294289,0
293844,1
295539,0
294775,1
295142,0
294371,1
295905,0
295695,1
295477,1
294021,1
295598,0
295540,1
295865,1
295313,1
295541,1
295858,1
295742,0
295578,1
294357,1
294109,1
295609,1
295221,0
295846,1
295834,0
295314,0
294087,0
295573,0
295185,1
295697,1
293215,1
293627,1
295183,1
294388,1
295913,1
295219,0
293630,1
293863,1
293404,0
293524,1
294481,1
295859,0
295519,0
293289,1
295332,1
294580,1
295756,1
294818,1
295038,0
295701,1
295512,1
294655,1
295126,1
295266,1
295607,1
293654,1
295597,0
295820,1
295738,1
295616,1
295776,0
293727,1
295456,1
295665,0
295790,0
295178,1
294624,0
295901,1
295524,0
294148,1
293851,1
295920,1
295544,0
293336,0
295868,1
295900,1
295430,1
295878,0
294614,0
295612,1
294579,1
295600,1
294772,1
295291,1
691307,1
690182,1
691483,1
690957,1
691211,1
689981,1
691579,1
691029,1
691560,0
691379,1
691216,0
691481,1
691289,1
691285,1
691524,0
690433,0
691369,1
691323,0
691578,1
690437,1
689927,1
691592,1
691572,1
690280,1
691199,1
691480,1
691550,1
691265,1
690402,1
691384,1
691139,0
690216,0
691575,1
691562,1
690553,1
690544,1
691161,1
691244,1
691259,0
691270,1
691631,1
691636,0
690863,1
691629,1
691209,1
691503,1
691496,1
691498,1
691559,1
691126,0
691472,1
691584,0
690745,1
691628,1
691482,0
691311,1
691641,1
691566,1
691632,0
691368,1
691202,0
690347,1
689967,1
691105,1
691644,0
691038,1
691273,1
691494,0
690186,0
691372,1
691635,1
690313,1
691363,0
690768,1
691650,0
690695,0
690202,0
691269,1
691180,1
691218,1
442372,0
441767,1
440900,0
441091,1
441715,1
440993,1
442389,0
442186,1
442377,1
441662,0
441858,0
442609,1
442556,1
441663,0
442438,1
443021,1
441239,1
442253,1
442098,0
442998,1
441035,1
442985,1
441902,1
442769,0
442750,1
442376,1
440769,1
442109,1
442207,0
442707,0
441882,0
442641,1
442573,1
441432,1
442730,0
441814,0
442961,1
442861,0
442818,1
442967,1
443000,0
443002,0
442629,1
442603,1
441942,1
442504,1
441182,1
441625,1
442713,1
442076,1
442945,1
443011,1
442533,0
442654,0
442022,1
442415,1
442425,1
443017,1
441463,0
442850,1
442653,0
441061,1
443028,1
442496,0
442644,1
442789,1
442679,0
442663,0
442448,1
442422,1
442893,1
442541,1
443004,1
442696,1
442984,1
441658,1
442990,1
442465,1
441203,1
442757,0
440865,0
442555,0
441784,1
440745,1
442963,1
442860,1
442687,0
442588,1
442939,1
440774,1
442545,1
441736,1
440880,1
441175,1
441752,1
442995,0
441186,1
442899,1
442336,1
440953,1
442446,0
442400,1
441627,1
442636,0
442708,1
441440,1
442703,0
441088,0
442439,1
442811,1
442495,1
442596,0
442992,1
443005,1
442105,1
442182,1
442113,0
441826,1
442564,1
441227,1
442755,0
442787,1
442391,0
440806,1
442515,1
442241,1
442987,1
442416,1
442373,0
442284,1
442991,1
442976,1
440840,1
443010,1
441100,1
442275,1
442427,0
443009,0
443001,1
442724,0
735639,1
735723,1
735741,0
735780,1
736097,1
735183,1
735182,1
735521,1
734839,1
736020,0
735397,1
736019,1
735939,1
735552,0
735555,0
735802,0
735748,1
735468,1
735718,1
735711,1
735791,1
735870,0
736086,1
735848,0
735685,1
735760,1
735156,1
735271,1
735659,1
735665,1
736100,1
735828,1
735798,1
735622,0
734854,0
735553,1
736072,1
736081,1
735408,1
736080,0
735728,0
735585,0
735897,1
735993,1
735914,1
735744,1
735720,1
735833,0
734503,1
736085,1
736094,1
735866,1
736096,1
735888,1
735794,0
736006,1
734987,1
736083,1
735927,1
735721,0
735662,0
735746,1
735478,1
736091,1
735043,0
735558,1
735684,1
735947,1
736005,0
736114,1
736009,0
735022,1
735646,1
735967,1
735996,0
736128,1
735567,1
735637,0
736131,1
735832,1
735853,1
735658,0
735757,0
736108,1
736021,0
735864,1
734790,1
736027,1
735753,1
735836,1
735698,1
734884,1
735999,1
735990,0
735983,1
734852,1
735078,1
735759,0
734924,1
735286,0
734853,1
735965,1
735985,1
735525,0
736017,1
736089,1
735635,1
735366,1
736028,1
736126,1
735782,0
736012,1
735937,0
735982,1
735948,1
735925,1
735951,1
735388,0
736013,1
735857,1
735699,1
735841,1
735834,1
734489,1
736123,1
735674,1
735840,1
735901,1
735940,0
735575,1
736008,1
736098,1
736093,1
736007,1
735906,0
735712,1
735809,1
735678,1
735992,1
735824,1
735752,1
735697,1
736084,0
736015,0
735745,0
735976,1
735703,1
164657,1
165925,1
165386,1
164639,1
165371,1
166027,1
164605,1
164710,1
165899,1
165054,1
166047,1
163945,1
164876,1
163940,1
163950,1
165949,1
164010,0
165976,1
164942,1
165721,1
164686,1
165616,0
165901,1
165598,0
166054,0
164740,1
164869,1
164902,0
165188,0
164833,1
165336,1
164947,0
164622,1
165076,1
165041,1
165998,1
165972,1
164638,1
165167,1
165884,1
166103,1
165986,1
165720,1
165365,1
165690,0
165918,1
165367,0
164647,1
165483,0
164658,1
165770,1
165002,0
164051,0
165712,1
165357,0
166090,0
165389,1
165946,1
165627,0
165426,1
165782,1
165927,0
165993,1
165681,1
164948,1
164214,1
166051,0
166052,1
166134,1
164341,1
164123,1
165792,0
165409,0
165516,1
165347,1
164472,0
163812,0
165948,1
165779,1
164236,1
164827,1
165983,1
165705,0
165024,1
166084,0
164490,1
166082,1
164703,1
165534,1
164116,0
165944,0
164350,0
165794,1
165358,0
166077,0
166038,0
165423,1
165481,1
165262,0
165236,0
165891,1
165306,0
163801,0
164717,0
165933,1
166133,1
166022,1
165957,0
164986,0
164340,0
165466,0
164985,0
166036,1
165805,0
165711,1
164943,1
165037,1
166080,1
164660,1
165930,1
165129,1
164995,1
164990,1
164583,0
165929,1
164368,1
164861,1
165679,1
165877,0
165896,1
165503,1
166118,0
165315,1
165676,0
166028,1
164544,1
165771,1
165988,0
165674,1
163833,1
165304,1
164317,1
164174,1
166074,0
165478,1
165163,1
166095,1
164372,1
166136,1
165743,0
165642,1
165231,1
163901,1
165883,0
165148,1
165467,1
165800,1
165025,1
165344,0
166106,1
165660,0
164198,0
165253,0
165886,1
165415,0
164428,1
166075,1
163910,1
165931,0
165940,0
163854,0
165671,0
165803,1
166023,0
166088,1
164034,0
165733,0
164625,1
165778,1
163918,0
166086,1
163828,1
164172,1
165453,0
165937,1
165668,1
164779,0
165817,1
164609,1
164397,1
165520,1
165661,1
166002,0
165776,1
164805,0
165237,0
165373,1
164803,1
165011,1
165513,1
165462,1
165753,1
164057,1
165693,1
166089,1
164851,1
166132,0
164054,0
165498,0
163829,0
166004,1
165969,0
165053,1
165893,1
165038,1
165639,0
166094,1
164160,1
164984,0
164832,0
166024,0
164887,1
164848,1
164700,1
164980,1
164281,1
165364,1
165014,1
165997,0
164735,0
163799,1
165036,0
164074,1
165378,0
164454,0
165345,0
164733,1
164103,1
166083,1
164680,0
163995,0
165623,0
166102,1
165473,0
164438,0
165210,1
165222,1
165282,1
165576,1
165333,0
164687,0
165675,0
166092,0
164863,1
165889,0
165966,0
166017,0
164953,1
165801,1
164626,1
164971,0
164661,0
164804,0
164455,1
164988,1
164796,0
165880,0
165368,1
164730,1
163933,0
165707,1
165742,1
164627,1
164494,1
164624,1
165659,1
166091,0
164060,1
166031,1
165492,0
165056,1
165685,0
165073,1
164600,0
166014,1
164377,0
165895,0
165651,0
166037,1
166041,1
165359,0
165630,1
165070,1
165285,1
164577,1
165313,0
165943,1
166098,1
165035,0
165970,0
165614,1
166040,1
165708,0
165640,0
165961,1
165422,1
165894,1
164259,0
165768,0
164828,1
166105,0
163837,0
164309,1
163769,0
164766,0
165754,0
164633,1
165781,0
164463,0
165713,1
165686,1
165736,1
166123,1
164495,0
165695,0
165226,1
163929,0
166104,1
164062,0
163821,0
165744,1
165375,1
164220,0
165360,1
165687,1
165166,1
165418,1
164739,0
165741,1
164865,0
165982,1
165973,0
164445,1
165363,0
165934,0
166124,1
166033,0
166010,0
165362,1
165897,0
166138,0
165281,0
165858,1
165995,1
164810,0
164880,0
165587,1
165376,1
165773,1
164854,1
165684,1
165379,1
166085,1
165271,0
165350,0
165748,1
